513.1578947,31.23684211,599.5526316,69.71052632,71.21052632,10.60526316,2.315789474,14.15789474,44.55263158,49.36842105,19
276.3157895,36.92105263,378.3421053,68.92105263,74.81578947,9.868421053,2.342105263,9.868421053,50.26315789,45.92105263,12
647.8947368,26.78947368,724.2894737,73.55263158,56.39473684,9.578947368,1.736842105,15.86842105,44.60526316,61.97368421,32
272.8947368,33.28947368,366.9473684,57.10526316,72,11.15789474,2.578947368,9.342105263,43.47368421,42.73684211,9
227.4473684,34.44736842,335.9210526,55.94736842,66.18421053,9.684210526,2.578947368,9.052631579,47.94736842,39.47368421,14
450.7368421,32.71052632,538.6052632,82.26315789,68.44736842,9.815789474,2.815789474,14.47368421,45.07894737,47.26315789,21
269.5,28.57894737,355.5263158,82,72.68421053,11.68421053,1.421052632,11.15789474,49.42105263,44.10526316,11
274.0789474,34.21052632,371.0526316,65.63157895,80.26315789,10.68421053,1.763157895,8.578947368,49.68421053,44.97368421,9
217.5,30.42105263,311.8684211,65.42105263,74.36842105,12.10526316,2.236842105,9.342105263,48.78947368,38.94736842,7
271.8157895,34.57894737,369.5789474,64.76315789,78.76315789,12.15789474,2.131578947,8.421052632,46.92105263,42.68421053,12
424.6842105,31.89473684,509.7894737,81.63157895,70.42105263,11.07894737,2.289473684,12.26315789,47.65789474,45.15789474,25
262.7894737,32.73684211,358.0263158,74.81578947,69.65789474,10.28947368,2.631578947,8.631578947,50.55263158,39.52631579,10
458.4473684,34.92105263,552.3157895,80.52631579,65.76315789,10.18421053,2.342105263,14.94736842,51.26315789,54.52631579,23
245.3157895,34.89473684,342.5526316,63.07894737,77.10526316,11.13157895,1.605263158,10.78947368,47.44736842,45.10526316,12
305.2631579,31.60526316,390.5789474,68.10526316,66.92105263,10.36842105,1,8,47.97368421,42.26315789,8
333.7105263,36.34210526,435.1578947,67.18421053,75.63157895,11.47368421,1.947368421,10.92105263,48.42105263,44.18421053,7
291.6578947,33.31578947,390.8947368,73.57894737,72.68421053,12.02631579,1.947368421,10.68421053,49.63157895,38.84210526,10
487.3947368,34.68421053,586,73.31578947,66.31578947,9.236842105,1.868421053,15.78947368,46.05263158,50.31578947,21
225.4210526,37.18421053,327.6842105,73.18421053,70.73684211,11.78947368,2.105263158,9.236842105,47,41.23684211,6
314.6578947,28.89473684,404.1842105,76.60526316,63.76315789,9.236842105,1.342105263,10.86842105,51.76315789,46.89473684,11
